osmid,unique_id,element_type,amenity,compressed_air,name,opening_hours,geometry_polygon,check_date,denomination,religion,access,capacity,fee,parking,toilets:disposal,wheelchair,barrier,bus,note,public_transport,cuisine,internet_access,addr:city,addr:housenumber,addr:street,phone,smoking,stars,wikidata,description,addr:district,addr:full,addr:province,addr:subdistrict,ele,isced:level,ref,source,brand,brand:wikidata,brand:wikipedia,drive_through,name:ja,operator,outdoor_seating,takeaway,contact:facebook,name:es,name:fr,addr:postcode,email,name:en,alt_name,level,website,indoor_seating,internet_access:fee,fax,url,studio,internet_access:ssid,fuel:octane_80,fuel:octane_91,atm,cash_in,addr:country,contact:phone,contact:website,social_facility,addr:housename,addr:block,addr:neighbourhood,addr:plot,fuel:diesel,currency:PEN,currency:USD,shop,automated,self_service,fuel:lpg,fuel:octane_84,fuel:octane_90,fuel:octane_94,name:ko,highway,cuisine:en,cuisine:es,diet:vegan,diet:vegetarian,name:de,contact:email,building:levels,delivery,backrest,short_name,bar,charge,addr:state,opening_hours:covid19,name:he,name:zh,air_conditioning,payment:cash,payment:credit_cards,man_made,name:nl,organic,old_name,ref:category,ref:microred,ref:red,contact:twitter,start_date,diet:gluten_free,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:organic,diet:rice,diet:seafood,payment:american_express,payment:apple_pay,payment:coins,payment:contactless,payment:debit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,payment:visa_debit,toilets,tourism,description:en,material,seats,building,fixme,changing_table,supervised,toilets:access,toilets:paper_supplied,unisex,healthcare,female,male,toilets:position,check_date:opening_hours,post_box:type,cafe,int_name,internet_access:type,phone:PE,operator:type,bicycle_parking,school,dispensing,colour,operator:wikidata,addr:suburb,recycling:plastic_bottles,brewery,microbrewery,location,recycling_type,real_fire,street_vendor,highchair,parking:fee,social_facility:for,opening_hours:signed,object:city,object:street,covered,nodes,wikipedia,ele:source,height,emergency,nohousenumber,maxstay,government,office,shelter_type,place,roof:colour,healthcare:speciality,official_name,official_name:en,official_name:es,historic,roof:shape,smoothness,surface,layer,contact:pinterest,contact:youtube,full_name,orientation,ways,type,isPoint,geometry,gtransporte_osmid,gtransporte_dist
5583167989,node/5583167989,node,kindergarten,,Institución educativa inicial Divino Jesus,,POINT (-72.0024027 -13.5059635),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Pasaje Los Geranios Mz N Lote 3,Cusco,Cusco,3400,0,1642164,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.0024027 -13.5059635),6202445307,0.0004083102007066613
5583167990,node/5583167990,node,kindergarten,,Institución educativa inicial No. 448,,POINT (-71.98562920000001 -13.5148353),2023-08-04,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Parque Santa Ana S/n,Cusco,Cusco,3400,0,0403907,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98562920000001 -13.5148353),6086693679,0.0003931000127233157
5583167991,node/5583167991,node,school,,Institución Educativa 51002 Alejandro Sanchez Arteaga,,POINT (-71.9838314 -13.5172948),,,,,,,,,,,,Ubicacion_web_med (local),,,,Cusco,459,Nueva Alta,,,,,,Cusco,Calle Nueva Alta 459,Cusco,Cusco,3400,1,0205906,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9838314 -13.5172948),30986590,0.0004925053705301943
5583167992,node/5583167992,node,school,,Institución Educativa Konrad Adenahuer,,POINT (-71.9972987 -13.5070798),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle Centenario 810,Cusco,Cusco,3400,1;2,1200534;1200542,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9972987 -13.5070798),1012608483,0.0002663692362083681
5583167993,node/5583167993,node,kindergarten,,Institución educativa inicial No. 301,,POINT (-71.9937 -13.5065),,,,,,,,,,,,Med_gps (local),,,,,,,,,,,,Cusco,Union Callanca S/n,Cusco,Cusco,3603,0,0732826,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9937 -13.5065),6227704359,0.0004110109487582686
5583167994,node/5583167994,node,school,,Institución Educativa San Gabriel De Los Cielos,,POINT (-71.9974 -13.5065),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Apv Chinchero,Cusco,Cusco,3400,1,1529619,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9974 -13.5065),4428261882,0.0006576266722020318
5583167995,node/5583167995,node,school,,Institución Educativa 51012 Julio Alberto Ponce Antunez De Mayolo,,POINT (-71.98860000000001 -13.5155098),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Pasaje Zorritos S/n,Cusco,Cusco,3400,1,0206086,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98860000000001 -13.5155098),2015930826,0.0003045520809316981
5583167996,node/5583167996,node,school,,Institución Educativa 51009 Francisco Sivirichi,,POINT (-71.98269999999999 -13.5173),,,,,,,,,,,,Ubicacion_web_med (local),,,,Cusco,400,Arones,,,,,,Cusco,Calle Arones 400,Cusco,Cusco,3400,1,0206037,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98269999999999 -13.5173),30983670,0.0002748463752687017
5583167997,node/5583167997,node,kindergarten,,Institución educativa inicial El Paraiso De Lissy,,POINT (-71.994 -13.5067),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Mz B Lote 1,Cusco,Hacienda Ticatica,3593,0,1700111,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.994 -13.5067),10841515537,0.00024517775184426996
5583167998,node/5583167998,node,school,,Institución Educativa Divino Jesus,,POINT (-72.00239999999999 -13.506),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Pasaje Los Geranios Mz N Lote 3,Cusco,Cusco,3400,1,1201219,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.00239999999999 -13.506),6202445307,0.00040607477143106776
5583167999,node/5583167999,node,kindergarten,,Institución educativa inicial 451 Kukuli,,POINT (-71.99100129999999 -13.5136883),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle Villa Maria S/n,Cusco,Picchu La Rinconada,3400,0,0671826,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.99100129999999 -13.5136883),5145345701,0.0006813255903095525
5583168000,node/5583168000,node,kindergarten,,Institución educativa inicial Konrad Adenahuer,,POINT (-71.9973 -13.5071),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle Centenario 810,Cusco,Cusco,3400,0,1200526,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9973 -13.5071),1012608483,0.0002580426321389959
5583168001,node/5583168001,node,kindergarten,,Institución educativa inicial No. 87,,POINT (-71.9864642 -13.5175518),2023-08-04,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Avenida Alta 471,Cusco,Cusco,3400,0,0403618,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9864642 -13.5175518),10841515540,0.0008792289576668083
5583168002,node/5583168002,node,school,,Institución Educativa No. 501100,,POINT (-71.99099870000001 -13.513713),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Carretera La Rinconada 4ta Etapa,Cusco,Cusco,3400,1,0699280,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.99099870000001 -13.513713),5145345701,0.0006744714745604347
5583168003,node/5583168003,node,kindergarten,,Institución educativa inicial Hugo D'censi,,POINT (-71.9877724 -13.5176739),2023-08-07,,,,,,,,,,,Ubicacion_web (local),,,,Cusco,35,Umanchata,,,,,,Cusco,Avenida Arcopata 35,Cusco,Cusco,3400,0,1655356,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9877724 -13.5176739),10841515540,0.001007522947628424
5583168004,node/5583168004,node,kindergarten,,Institución educativa inicial Santa Cecilia,,POINT (-71.98699999999999 -13.5146558),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Jiron 11 De Enero,Cusco,Santa Ana,3501,0,1200989,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98699999999999 -13.5146558),3735085135,0.0004138946846731983
5583168005,node/5583168005,node,school,,Institución Educativa El Niño Divino,,POINT (-71.9996 -13.5057),,,,,,,,,,,,Med_gps (local),,,,,,,,,,,,Cusco,Huasa Huara,Cusco,Cusco,3635,1,0205054,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9996 -13.5057),1012608461,0.0013323156758080767
5583168006,node/5583168006,node,kindergarten,,Institución educativa inicial No. 1357,,POINT (-71.9843 -13.5135),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Lote E-1,Cusco,Cusco,3400,0,1744341,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9843 -13.5135),4436928236,0.00082020317604952
5583168007,node/5583168007,node,kindergarten,,Institución educativa inicial 51012 Julio Alberto Ponce Antunez De Mayolo,,POINT (-71.98860000000001 -13.5154661),2023-08-07,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Pasaje Zorritos S/n,Cusco,Cusco,3400,0,1712694,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98860000000001 -13.5154661),2015930826,0.00026896040600696134
5583168008,node/5583168008,node,kindergarten,,Institución educativa inicial San Gabriel De Los Cielos,,POINT (-72.00313540000001 -13.5067656),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Avenida Tica Tica Mz G Lote 12,Cusco,Cusco,3400,0,1387158,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.00313540000001 -13.5067656),4428261825,0.00047135175825417907
5583168009,node/5583168009,node,school,,Institución Educativa Fe Y Esperanza,,POINT (-71.99720000000001 -13.507),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Mz G Lote 4,Cusco,Miraflores,3627,1,1752690,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.99720000000001 -13.507),1012608483,0.00038980251409439424
5583168010,node/5583168010,node,kindergarten,,Institución educativa inicial No. 1199,,POINT (-71.99959870000001 -13.5056778),,,,,,,,,,,,Med_gps (local),,,,,,,,,,,,Cusco,Huasa Huara,Cusco,Cusco,3635,0,1644079,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.99959870000001 -13.5056778),1012608461,0.00135404706343687
5583168280,node/5583168280,node,kindergarten,,Institución educativa inicial No. 1198,,POINT (-71.996 -13.5274),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Villa El Sol S/n,Cusco,Cusco,3400,0,1643949,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.996 -13.5274),31001352,0.0003944784531487725
5583170803,node/5583170803,node,kindergarten,,Institución educativa inicial No. 983,,POINT (-71.96299999999999 -13.5163),2023-08-04,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle San Francisco De Asis S/n,Cusco,Cusco,3400,0,1615350,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96299999999999 -13.5163),1004192698,0.0011717308778002044
5583170804,node/5583170804,node,kindergarten,,Institución educativa inicial Los Pimpollitos,,POINT (-71.96769999999999 -13.5174),2023-08-01,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle Recoleta 55,Cusco,Cusco,3400,0,0927566,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96769999999999 -13.5174),30984880,0.0001537291774432957
5583170805,node/5583170805,node,kindergarten,,Institución educativa inicial Pequeñas Semillas,,POINT (-71.9713179 -13.5152327),,,,,,,,,,,,Ubicacion_web_med (local),,,,,F9,,,,,,,Cusco,Mz F Lote 9,Cusco,Cusco,3400,0,1668136,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9713179 -13.5152327),30965897,0.0029101884646869814
5583170806,node/5583170806,node,kindergarten,,Institución educativa inicial No. 454,,POINT (-71.96899999999999 -13.5089),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Villa San Blas,Cusco,Cusco,3552,0,0520759,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96899999999999 -13.5089),10839152761,0.0017970968198813327
5583170807,node/5583170807,node,kindergarten,,Institución educativa inicial Happy Days,,POINT (-71.967 -13.5152),,,,,,,,,,,,Inei (cp),,,,,,,,,,,,Cusco,Jiron Libertad Mz I Lote 7,Cusco,Balconcillo,3438,0,1643295,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.967 -13.5152),967432922,0.0012489168627246418
5583170809,node/5583170809,node,school,,Institución Educativa Santa Maria Reyna,,POINT (-71.96909460000001 -13.5160905),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Avenida Retiro - Tawantinsuyo 63,Cusco,Cusco,3400,1;2,0928887;0927939,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96909460000001 -13.5160905),30965897,0.0010426767907636702
5583170810,node/5583170810,node,school,,Institución Educativa No. 50039,,POINT (-71.963004 -13.5162609),,,,,,,,,,,,Ubicacion_web_med (local),,,,,,,,,,,,Cusco,Calle San Francisco De Asis S/n,Cusco,Cusco,3400,1,0405233,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.963004 -13.5162609),1004192698,0.001174319419919548
5583173567,node/5583173567,node,school,,Institución Educativa No. 50949,,POINT (-71.93380000000001 -13.5073),,,,,,,,,,,,Med_gps (local),,,,,,,,,,,,San Sebastian,Carretera Quillahuata,Cusco,Quillahuata,3497,1,0586065,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.93380000000001 -13.5073),3705950145,0.012017386285298255
5583173568,node/5583173568,node,school,,Institución Educativa No. 50046,,POINT (-71.9265 -13.5032),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,San Sebastian,Pumamarca S/n,Cusco,Pumamarca,3525,1,0405308,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9265 -13.5032),3705950145,0.012635669872626666
5583173569,node/5583173569,node,kindergarten,,Institución educativa inicial No. 1126,,POINT (-71.9336 -13.5072),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,San Sebastian,Carretera Quillahuata,Cusco,Quillahuata,3497,0,1615137,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9336 -13.5072),3705950145,0.01194803804521847
5583173570,node/5583173570,node,kindergarten,,Institución educativa inicial No. 1230,,POINT (-71.9264987 -13.5031876),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,San Sebastian,Pumamarca S/n,Cusco,Pumamarca,3525,0,1644095,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9264987 -13.5031876),3705950145,0.01264788700297273
5583174221,node/5583174221,node,school,,Institución Educativa No. 50859,,POINT (-71.9564 -13.5147),,,,,,,,,,,,Ubicacion_web (local),,,,,,,,,,,,Cusco,Avenida Chinchaysuyo S/n,Cusco,Cusco,3400,1,0234955,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9564 -13.5147),30971406,0.0004801525278487328
5583174222,node/5583174222,node,kindergarten,,Institución educativa inicial No. 50966,,POINT (-71.960296 -13.5120752),,,,,,,,,,,,Med_gps (local),,,,,,,,,,,,Cusco,Ayuda Mutua,Cusco,Cusco,3595,0,1681865,minedu.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubicar el POI en el lugar que corresponde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.960296 -13.5120752),967432807,0.00023702961840344207
